BURNUP,TF,TM,BOR,GROUP,ABSORPTION,CAPTURE,FISSION,NU-FISSION,TRANSPORT,OUT-SCATTER,DIFF(1/3TR)
25,1019.3,557,0,2,0.104606,0.0460699,0.0585359,0.154633,0.946248,0.00200481,0.352268
27.5,1019.3,557,0,1,0.0111519,0.00900004,0.00215189,0.00573738,0.235117,0.0159948,1.41773
27.5,1019.3,557,0,2,0.10375,0.0467262,0.057024,0.151442,0.947232,0.00198473,0.351902
30,1019.3,557,0,1,0.0112423,0.0091519,0.00209043,0.00559626,0.235089,0.0159851,1.4179
30,1019.3,557,0,2,0.102793,0.0473066,0.0554868,0.148118,0.94808,0.00196292,0.351588
32.5,1019.3,557,0,1,0.011329,0.00929749,0.00203148,0.0054602,0.235058,0.0159784,1.41809
32.5,1019.3,557,0,2,0.101757,0.0478195,0.0539379,0.1447,0.94881,0.00193976,0.351317
35,1019.3,557,0,1,0.0114115,0.00943688,0.00197458,0.00532816,0.235026,0.0159749,1.41829
35,1019.3,557,0,2,0.100662,0.0482723,0.0523897,0.141227,0.94944,0.00191563,0.351084
0,1019.3,557,200,1,0.00975082,0.00674998,0.00300083,0.00761662,0.235076,0.016301,1.41798
0,1019.3,557,200,2,0.0966269,0.028956,0.0676709,0.164894,0.917252,0.00191127,0.363404
0.1,1019.3,557,200,1,0.00978709,0.0067836,0.00300349,0.00762297,0.235372,0.0164137,1.4162
0.1,1019.3,557,200,2,0.0992245,0.0322676,0.0669569,0.163197,0.916428,0.00195813,0.363731
0.5,1019.3,557,200,1,0.00979855,0.00680717,0.00299138,0.00759815,0.235411,0.0164369,1.41596
0.5,1019.3,557,200,2,0.100287,0.0333271,0.06696,0.16359,0.917476,0.00197643,0.363315
1,1019.3,557,200,1,0.00981345,0.00683799,0.00297546,0.0075655,0.235414,0.0164434,1.41595
1,1019.3,557,200,2,0.101218,0.0341325,0.0670855,0.164386,0.918892,0.00199204,0.362756
2,1019.3,557,200,1,0.00985594,0.00691415,0.00294179,0.00749496,0.235403,0.0164359,1.41601
2,1019.3,557,200,2,0.102623,0.035338,0.0672849,0.165781,0.921516,0.00201493,0.361723
3,1019.3,557,200,1,0.00991296,0.00700567,0.00290729,0.00742161,0.235398,0.0164176,1.41604
3,1019.3,557,200,2,0.103798,0.0364147,0.067383,0.166852,0.923865,0.00203365,0.360803
4,1019.3,557,200,1,0.00997813,0.00710557,0.00287256,0.00734707,0.235398,0.0163936,1.41604
4,1019.3,557,200,2,0.104788,0.0373983,0.0673898,0.167635,0.925974,0.00204904,0.359981
5,1019.3,557,200,1,0.0100481,0.00721015,0.00283795,0.0072723,0.2354,0.0163661,1.41603
5,1019.3,557,200,2,0.105624,0.0383033,0.0673206,0.168176,0.92788,0.00206167,0.359242
6,1019.3,557,200,1,0.0101201,0.00731643,0.00280369,0.00719798,0.235402,0.0163371,1.41602
6,1019.3,557,200,2,0.106328,0.0391411,0.0671873,0.168512,0.929609,0.00207195,0.358574
7,1019.3,557,200,1,0.0101924,0.00742249,0.00276994,0.00712451,0.235403,0.0163076,1.41601
7,1019.3,557,200,2,0.106919,0.0399203,0.0669987,0.168671,0.931187,0.00208022,0.357966
8,1019.3,557,200,1,0.010263,0.00752681,0.0027362,0.00705072,0.235404,0.0162793,1.416
8,1019.3,557,200,2,0.10741,0.0406478,0.0667623,0.168675,0.932633,0.00208673,0.357411
9,1019.3,557,200,1,0.010331,0.00762861,0.00270243,0.00697656,0.235405,0.0162527,1.416
9,1019.3,557,200,2,0.107813,0.0413294,0.066484,0.168543,0.93396,0.0020917,0.356903
10,1019.3,557,200,1,0.010396,0.00772738,0.00266862,0.00690194,0.235404,0.0162282,1.416
10,1019.3,557,200,2,0.108139,0.0419696,0.0661689,0.16829,0.935183,0.0020953,0.356436
11,1019.3,557,200,1,0.0104584,0.0078232,0.00263516,0.00682786,0.235403,0.0162054,1.41601
11,1019.3,557,200,2,0.108394,0.0425724,0.0658212,0.167929,0.936313,0.00209768,0.356006
12.5,1019.3,557,200,1,0.0105478,0.00796157,0.00258626,0.00671941,0.235399,0.0161738,1.41603
12.5,1019.3,557,200,2,0.10866,0.0434153,0.0652443,0.167203,0.937847,0.00209924,0.355424
15,1019.3,557,200,1,0.0106842,0.00817621,0.00250799,0.00654538,0.235386,0.0161297,1.41611
15,1019.3,557,200,2,0.108843,0.0446775,0.0641657,0.165591,0.940048,0.00209736,0.354592
17.5,1019.3,557,200,1,0.0108096,0.00837673,0.00243287,0.00637759,0.235368,0.016093,1.41622
17.5,1019.3,557,200,2,0.108755,0.0457855,0.0629697,0.163567,0.941913,0.00209069,0.35389
20,1019.3,557,200,1,0.0109249,0.00856444,0.00236049,0.00621506,0.235347,0.0160637,1.41635
20,1019.3,557,200,2,0.108439,0.0467624,0.061677,0.161194,0.943493,0.00208002,0.353297
22.5,1019.3,557,200,1,0.0110318,0.00873998,0.00229178,0.00606014,0.235322,0.0160402,1.4165
22.5,1019.3,557,200,2,0.107936,0.0476267,0.0603098,0.158538,0.944838,0.00206609,0.352794
25,1019.3,557,200,1,0.0111323,0.00890632,0.002226,0.00591104,0.235295,0.0160215,1.41666
25,1019.3,557,200,2,0.107279,0.0483928,0.0588863,0.155655,0.945987,0.00204946,0.352365
27.5,1019.3,557,200,1,0.0112274,0.00906461,0.00216282,0.00576709,0.235265,0.0160071,1.41684
27.5,1019.3,557,200,2,0.106496,0.0490728,0.0574228,0.152595,0.946974,0.00203065,0.351999
30,1019.3,557,200,1,0.0113185,0.00921635,0.00210219,0.00562823,0.235233,0.0159958,1.41703
30,1019.3,557,200,2,0.105611,0.0496766,0.0559339,0.149401,0.947821,0.0020101,0.351684
32.5,1019.3,557,200,1,0.0114058,0.00936178,0.00204406,0.00549443,0.235199,0.0159875,1.41724
32.5,1019.3,557,200,2,0.104646,0.0502131,0.0544329,0.146112,0.948551,0.00198821,0.351413
35,1019.3,557,200,1,0.011489,0.009501,0.00198802,0.00536476,0.235163,0.0159823,1.41746
35,1019.3,557,200,2,0.103621,0.0506893,0.052932,0.142765,0.949179,0.00196534,0.351181
0,1019.3,557,400,1,0.00981439,0.00681006,0.00300433,0.00762475,0.235276,0.016339,1.41678
0,1019.3,557,400,2,0.0984501,0.0309649,0.0674852,0.164441,0.916728,0.00194135,0.363612
0.1,1019.3,557,400,1,0.00985026,0.00684343,0.00300683,0.00763077,0.235565,0.0164493,1.41504
0.1,1019.3,557,400,2,0.101045,0.0342692,0.066776,0.162757,0.915916,0.00198816,0.363934
0.5,1019.3,557,400,1,0.00986173,0.00686698,0.00299475,0.00760611,0.235602,0.0164715,1.41482
0.5,1019.3,557,400,2,0.102128,0.0353359,0.0667919,0.163186,0.916981,0.00200679,0.363512
1,1019.3,557,400,1,0.00987685,0.00689794,0.00297892,0.00757374,0.235602,0.0164771,1.41481
1,1019.3,557,400,2,0.103085,0.0361525,0.0669324,0.164025,0.918417,0.00202285,0.362943
2,1019.3,557,400,1,0.00991998,0.00697458,0.0029454,0.00750374,0.235588,0.0164679,1.4149
2,1019.3,557,400,2,0.104538,0.0373777,0.0671599,0.1655,0.921076,0.00204654,0.361896
3,1019.3,557,400,1,0.00997774,0.00706668,0.00291106,0.00743094,0.235581,0.016448,1.41494
3,1019.3,557,400,2,0.105757,0.0384726,0.067284,0.166645,0.923454,0.002066,0.360964
4,1019.3,557,400,1,0.0100437,0.00716716,0.00287652,0.007357,0.235578,0.0164225,1.41496
4,1019.3,557,400,2,0.106788,0.0394729,0.0673154,0.167497,0.925588,0.00208208,0.360132
5,1019.3,557,400,1,0.0101144,0.00727226,0.0028421,0.00728285,0.235578,0.0163936,1.41496
5,1019.3,557,400,2,0.107663,0.0403936,0.0672696,0.168104,0.927514,0.00209536,0.359384
6,1019.3,557,400,1,0.0101871,0.00737904,0.00280807,0.00720921,0.235578,0.0163632,1.41496
6,1019.3,557,400,2,0.108405,0.0412461,0.0671587,0.168503,0.929262,0.00210626,0.358708
7,1019.3,557,400,1,0.0102599,0.00748538,0.00277453,0.00713642,0.235577,0.0163327,1.41497
7,1019.3,557,400,2,0.109031,0.0420392,0.0669922,0.168723,0.930854,0.00211514,0.358094
8,1019.3,557,400,1,0.0103311,0.00759005,0.00274105,0.00706339,0.235576,0.0163033,1.41497
8,1019.3,557,400,2,0.109557,0.0427801,0.0667771,0.168786,0.932314,0.00212222,0.357534
9,1019.3,557,400,1,0.0103996,0.0076921,0.00270755,0.00699,0.235574,0.0162756,1.41498
9,1019.3,557,400,2,0.109994,0.0434743,0.0665198,0.168712,0.933653,0.00212776,0.357021
10,1019.3,557,400,1,0.010465,0.00779103,0.00267397,0.00691607,0.235572,0.0162502,1.41499
10,1019.3,557,400,2,0.110352,0.0441267,0.0662252,0.168516,0.934887,0.00213192,0.356549
11,1019.3,557,400,1,0.0105278,0.00788698,0.00264078,0.00684277,0.235569,0.0162266,1.41501
11,1019.3,557,400,2,0.110639,0.0447412,0.0658978,0.16821,0.936026,0.00213484,0.356115
12.5,1019.3,557,400,1,0.0106178,0.0080255,0.00259231,0.00673554,0.235563,0.0161938,1.41505
12.5,1019.3,557,400,2,0.110951,0.0456004,0.0653507,0.167565,0.937572,0.00213718,0.355528
15,1019.3,557,400,1,0.0107548,0.00824,0.00251476,0.00656357,0.235546,0.016148,1.41515
15,1019.3,557,400,2,0.111208,0.0468878,0.0643203,0.166085,0.939787,0.00213657,0.35469
17.5,1019.3,557,400,1,0.0108813,0.00844082,0.00244044,0.006398,0.235524,0.0161094,1.41528
17.5,1019.3,557,400,2,0.111194,0.048021,0.0631725,0.164192,0.941666,0.00213115,0.353983
20,1019.3,557,400,1,0.0109974,0.00862849,0.00236886,0.00623773,0.235499,0.0160783,1.41543
20,1019.3,557,400,2,0.11095,0.0490224,0.0619277,0.161948,0.943255,0.00212172,0.353386
22.5,1019.3,557,400,1,0.0111049,0.00880401,0.00230092,0.00608495,0.23547,0.0160533,1.41561
22.5,1019.3,557,400,2,0.110519,0.0499105,0.0606083,0.159421,0.944607,0.00210902,0.352881
25,1019.3,557,400,1,0.0112061,0.00897016,0.00223594,0.00593805,0.235439,0.0160331,1.41579
25,1019.3,557,400,2,0.109932,0.0506999,0.0592323,0.156666,0.945761,0.00209363,0.35245
27.5,1019.3,557,400,1,0.0113019,0.00912831,0.00217357,0.00579633,0.235406,0.016017,1.41599
27.5,1019.3,557,400,2,0.109219,0.051403,0.0578161,0.153733,0.94675,0.00207606,0.352082
30,1019.3,557,400,1,0.0113936,0.00927988,0.00211374,0.00565969,0.23537,0.0160041,1.41621
30,1019.3,557,400,2,0.108404,0.0520298,0.0563743,0.150665,0.9476,0.00205673,0.351766
32.5,1019.3,557,400,1,0.0114815,0.00942511,0.00205642,0.0055281,0.235333,0.0159942,1.41643
32.5,1019.3,557,400,2,0.107509,0.0525891,0.0549199,0.147501,0.94833,0.00203606,0.351495
35,1019.3,557,400,1,0.0115653,0.00956411,0.00200122,0.00540075,0.235293,0.0159873,1.41668
35,1019.3,557,400,2,0.106553,0.0530881,0.0534651,0.144278,0.948958,0.0020144,0.351262
0,1019.3,557,600,1,0.00987757,0.00686988,0.00300769,0.00763259,0.23547,0.0163751,1.41561
0,1019.3,557,600,2,0.100265,0.0329625,0.0673028,0.163997,0.916223,0.00197124,0.363812
0.1,1019.3,557,600,1,0.00991305,0.00690299,0.00301006,0.00763829,0.235753,0.016483,1.41391
0.1,1019.3,557,600,2,0.102857,0.0362595,0.0665977,0.162323,0.915426,0.00201798,0.364129
0.5,1019.3,557,600,1,0.00992456,0.00692655,0.00299801,0.0076138,0.235787,0.0165042,1.4137
0.5,1019.3,557,600,2,0.103959,0.0373331,0.0666259,0.162787,0.916509,0.00203693,0.363699
1,1019.3,557,600,1,0.00993989,0.00695763,0.00298226,0.00758171,0.235786,0.0165089,1.41371
1,1019.3,557,600,2,0.104942,0.038161,0.0667814,0.163669,0.917966,0.00205343,0.363122
2,1019.3,557,600,1,0.00998362,0.00703473,0.00294889,0.00751225,0.235769,0.016498,1.41381
2,1019.3,557,600,2,0.106443,0.0394059,0.0670367,0.165223,0.92066,0.00207791,0.362059
3,1019.3,557,600,1,0.0100421,0.00712739,0.00291472,0.00744002,0.235759,0.0164765,1.41387
3,1019.3,557,600,2,0.107706,0.0405188,0.0671868,0.166442,0.923067,0.0020981,0.361115
4,1019.3,557,600,1,0.0101088,0.00722842,0.00288036,0.00736666,0.235754,0.0164495,1.41391
4,1019.3,557,600,2,0.108778,0.0415358,0.0672427,0.167363,0.925225,0.00211487,0.360273
5,1019.3,557,600,1,0.0101802,0.00733402,0.00284614,0.00729315,0.235751,0.0164192,1.41392
5,1019.3,557,600,2,0.109692,0.0424721,0.0672202,0.168035,0.927172,0.00212879,0.359516
6,1019.3,557,600,1,0.0102535,0.00744122,0.00281232,0.00722017,0.235748,0.0163875,1.41394
6,1019.3,557,600,2,0.110471,0.0433391,0.0671317,0.168497,0.928939,0.00214031,0.358832
7,1019.3,557,600,1,0.010327,0.00754794,0.00277903,0.0071481,0.235746,0.0163558,1.41395
7,1019.3,557,600,2,0.111133,0.044146,0.0669866,0.168777,0.930548,0.00214977,0.358212
8,1019.3,557,600,1,0.0103986,0.00765284,0.00274579,0.00707579,0.235743,0.0163253,1.41397
8,1019.3,557,600,2,0.111693,0.0449,0.0667929,0.1689,0.93202,0.00215744,0.357646
9,1019.3,557,600,1,0.0104676,0.0077551,0.00271255,0.00700317,0.235739,0.0162967,1.41399
9,1019.3,557,600,2,0.112163,0.0456068,0.0665563,0.168883,0.933372,0.00216354,0.357128
10,1019.3,557,600,1,0.0105334,0.00785418,0.00267921,0.00692994,0.235735,0.0162704,1.41402
10,1019.3,557,600,2,0.112553,0.0462712,0.0662821,0.168742,0.934617,0.00216824,0.356652
11,1019.3,557,600,1,0.0105965,0.00795024,0.00264629,0.00685741,0.23573,0.0162458,1.41405
11,1019.3,557,600,2,0.112872,0.0468973,0.0659747,0.168492,0.935766,0.00217169,0.356214
12.5,1019.3,557,600,1,0.010687,0.00808882,0.00259823,0.00675136,0.235721,0.0162119,1.4141
12.5,1019.3,557,600,2,0.11323,0.0477727,0.0654571,0.167928,0.937323,0.00217481,0.355623
15,1019.3,557,600,1,0.0108248,0.0083034,0.00252142,0.00658148,0.235699,0.0161641,1.41423
15,1019.3,557,600,2,0.113559,0.0490848,0.0644742,0.166577,0.939556,0.00217542,0.354778
17.5,1019.3,557,600,1,0.0109521,0.00850421,0.00244787,0.00641809,0.235674,0.0161237,1.41438
17.5,1019.3,557,600,2,0.113617,0.0502429,0.063374,0.164812,0.941447,0.00217123,0.354065
20,1019.3,557,600,1,0.0110689,0.00869181,0.00237712,0.0062601,0.235645,0.0160909,1.41456
20,1019.3,557,600,2,0.113444,0.0512681,0.0621763,0.162695,0.943047,0.00216302,0.353464
22.5,1019.3,557,600,1,0.011177,0.00886714,0.00230991,0.00610936,0.235613,0.0160644,1.41475
22.5,1019.3,557,600,2,0.113083,0.0521795,0.0609035,0.160294,0.944406,0.00215153,0.352955
25,1019.3,557,600,1,0.0112789,0.0090332,0.00224571,0.00596463,0.235578,0.0160425,1.41496
25,1019.3,557,600,2,0.112566,0.0529918,0.059574,0.157664,0.945567,0.00213733,0.352522
27.5,1019.3,557,600,1,0.0113753,0.00919117,0.00218414,0.0058251,0.235541,0.0160248,1.41518
27.5,1019.3,557,600,2,0.111921,0.0537174,0.0582041,0.154855,0.946561,0.00212095,0.352152
30,1019.3,557,600,1,0.0114676,0.00934253,0.00212511,0.00569064,0.235501,0.0160103,1.41542
30,1019.3,557,600,2,0.111175,0.0543665,0.0568082,0.15191,0.947414,0.00210281,0.351835
32.5,1019.3,557,600,1,0.0115561,0.00948752,0.00206856,0.00556121,0.23546,0.0159987,1.41567
32.5,1019.3,557,600,2,0.110347,0.0549479,0.0553993,0.148869,0.948147,0.00208332,0.351563
35,1019.3,557,600,1,0.0116405,0.00962627,0.00201419,0.00543612,0.235416,0.0159901,1.41593
35,1019.3,557,600,2,0.109458,0.0554691,0.0539893,0.145767,0.948776,0.00206284,0.35133
0,1019.3,557,800,1,0.00994039,0.00692944,0.00301094,0.00764016,0.23566,0.0164094,1.41447
0,1019.3,557,800,2,0.102071,0.0349487,0.0671226,0.163558,0.915741,0.0020009,0.364004
0.1,1019.3,557,800,1,0.00997548,0.00696231,0.00301317,0.00764556,0.235937,0.0165149,1.41281
0.1,1019.3,557,800,2,0.10466,0.0382385,0.0664214,0.161894,0.914959,0.00204758,0.364315
0.5,1019.3,557,800,1,0.00998703,0.00698587,0.00300117,0.00762123,0.235969,0.0165351,1.41262
0.5,1019.3,557,800,2,0.105781,0.0393191,0.066462,0.162393,0.91606,0.00206685,0.363877
1,1019.3,557,800,1,0.0100026,0.00701707,0.00298549,0.00758943,0.235966,0.0165388,1.41264
1,1019.3,557,800,2,0.106791,0.0401582,0.0666325,0.163318,0.917538,0.00208379,0.363291
2,1019.3,557,800,1,0.0100469,0.0070946,0.00295228,0.00752051,0.235945,0.0165263,1.41276
2,1019.3,557,800,2,0.108338,0.0414227,0.0669155,0.164951,0.920267,0.00210905,0.362214
3,1019.3,557,800,1,0.0101061,0.00718779,0.00291828,0.00744884,0.235932,0.0165032,1.41284
3,1019.3,557,800,2,0.109645,0.0425535,0.0670914,0.166243,0.922704,0.00212997,0.361257
4,1019.3,557,800,1,0.0101734,0.00728935,0.00288409,0.00737608,0.235924,0.0164746,1.41288
4,1019.3,557,800,2,0.110759,0.0435871,0.0671715,0.167233,0.924887,0.00214741,0.360404
5,1019.3,557,800,1,0.0102455,0.00739542,0.00285008,0.00730319,0.235919,0.016443,1.41291
5,1019.3,557,800,2,0.111711,0.0445388,0.0671722,0.16797,0.926855,0.00216197,0.359639
6,1019.3,557,800,1,0.0103195,0.00750301,0.00281648,0.00723089,0.235914,0.01641,1.41294
6,1019.3,557,800,2,0.112526,0.0454204,0.0671059,0.168494,0.92864,0.0021741,0.358948
7,1019.3,557,800,1,0.0103934,0.00761004,0.00278341,0.0071595,0.235909,0.0163771,1.41297
7,1019.3,557,800,2,0.113223,0.0462409,0.0669824,0.168834,0.930265,0.00218414,0.358321
8,1019.3,557,800,1,0.0104656,0.00771522,0.00275043,0.00708796,0.235904,0.0163455,1.413
8,1019.3,557,800,2,0.113817,0.0470079,0.0668095,0.169014,0.931753,0.00219237,0.357749
9,1019.3,557,800,1,0.0105351,0.00781762,0.00271743,0.00701606,0.235899,0.0163159,1.41304
9,1019.3,557,800,2,0.114321,0.0477271,0.0665935,0.169054,0.933116,0.00219902,0.357226
10,1019.3,557,800,1,0.0106012,0.00791683,0.00268434,0.00694353,0.235893,0.0162887,1.41307
10,1019.3,557,800,2,0.114743,0.0484034,0.0663395,0.168969,0.934372,0.00220426,0.356746
11,1019.3,557,800,1,0.0106647,0.00801298,0.00265169,0.00687179,0.235886,0.0162632,1.41311
11,1019.3,557,800,2,0.115093,0.049041,0.066052,0.168774,0.935531,0.00220824,0.356304
12.5,1019.3,557,800,1,0.0107557,0.00815163,0.00260404,0.00676693,0.235873,0.0162281,1.41319
12.5,1019.3,557,800,2,0.115495,0.0499321,0.0655634,0.168289,0.937102,0.00221211,0.355707
15,1019.3,557,800,1,0.0108942,0.00836621,0.00252797,0.00659912,0.235848,0.0161784,1.41334
15,1019.3,557,800,2,0.115896,0.0512687,0.0646274,0.167066,0.939351,0.00221392,0.354855
17.5,1019.3,557,800,1,0.0110221,0.00856696,0.00245518,0.00643787,0.235818,0.0161362,1.41352
17.5,1019.3,557,800,2,0.116025,0.0524512,0.063574,0.165428,0.941257,0.00221094,0.354136
20,1019.3,557,800,1,0.0111397,0.00875445,0.00238524,0.00628213,0.235785,0.0161016,1.41372
20,1019.3,557,800,2,0.115922,0.0534999,0.0624226,0.163436,0.942868,0.00220392,0.353531
22.5,1019.3,557,800,1,0.0112483,0.0089296,0.00231874,0.00613338,0.235749,0.0160735,1.41393
22.5,1019.3,557,800,2,0.11563,0.0544341,0.0611956,0.161158,0.944237,0.00219359,0.353019
25,1019.3,557,800,1,0.0113508,0.00909548,0.00225532,0.0059908,0.23571,0.01605,1.41416
25,1019.3,557,800,2,0.11518,0.0552686,0.0599117,0.158651,0.945405,0.00218056,0.352582
27.5,1019.3,557,800,1,0.0114478,0.00925323,0.00219454,0.00585343,0.23567,0.0160306,1.41441
27.5,1019.3,557,800,2,0.114603,0.0560162,0.058587,0.155964,0.946405,0.00216533,0.35221
30,1019.3,557,800,1,0.0115406,0.00940433,0.00213628,0.00572112,0.235627,0.0160145,1.41467
30,1019.3,557,800,2,0.113923,0.0566871,0.0572358,0.153139,0.947263,0.00214835,0.351891
32.5,1019.3,557,800,1,0.0116296,0.00954905,0.0020805,0.0055938,0.235581,0.0160013,1.41494
32.5,1019.3,557,800,2,0.113161,0.0572901,0.0558711,0.150217,0.947999,0.00213001,0.351618
35,1019.3,557,800,1,0.0117145,0.00968752,0.00202693,0.0054709,0.235534,0.0159909,1.41523
35,1019.3,557,800,2,0.112337,0.0578327,0.0545047,0.147232,0.948631,0.00211065,0.351384
0,1019.3,557,1000,1,0.0100029,0.00698878,0.00301408,0.00764747,0.235845,0.0164418,1.41336
0,1019.3,557,1000,2,0.103868,0.0369237,0.0669444,0.163123,0.915282,0.00203035,0.364187
0.1,1019.3,557,1000,1,0.0100376,0.0070214,0.00301617,0.00765257,0.236116,0.0165451,1.41173
0.1,1019.3,557,1000,2,0.106454,0.0402065,0.0662472,0.16147,0.914514,0.00207696,0.364492
0.5,1019.3,557,1000,1,0.0100492,0.00704496,0.00300421,0.00762843,0.236146,0.0165643,1.41156
0.5,1019.3,557,1000,2,0.107594,0.0412941,0.0663,0.162004,0.915634,0.00209656,0.364047
1,1019.3,557,1000,1,0.0100649,0.00707627,0.00298861,0.0075969,0.23614,0.0165671,1.41159
1,1019.3,557,1000,2,0.10863,0.0421444,0.0664854,0.162972,0.917133,0.00211392,0.363452
2,1019.3,557,1000,1,0.0101098,0.00715422,0.00295556,0.00752852,0.236117,0.0165529,1.41173
2,1019.3,557,1000,2,0.110224,0.0434283,0.0667961,0.164684,0.919897,0.00213996,0.362359
3,1019.3,557,1000,1,0.0101696,0.00724792,0.00292173,0.00745742,0.236101,0.0165281,1.41183
3,1019.3,557,1000,2,0.111575,0.0445771,0.0669977,0.166049,0.922364,0.0021616,0.36139
4,1019.3,557,1000,1,0.0102377,0.00734997,0.00288773,0.00738525,0.23609,0.0164981,1.41189
4,1019.3,557,1000,2,0.112729,0.0456271,0.067102,0.167106,0.924572,0.00217971,0.360527
5,1019.3,557,1000,1,0.0103104,0.00745648,0.00285391,0.00731299,0.236083,0.016465,1.41194
5,1019.3,557,1000,2,0.11372,0.0465942,0.0671256,0.167908,0.926561,0.0021949,0.359753
6,1019.3,557,1000,1,0.010385,0.00756444,0.00282053,0.00724136,0.236076,0.0164308,1.41198
6,1019.3,557,1000,2,0.114572,0.0474901,0.0670815,0.168493,0.928365,0.00220762,0.359054
7,1019.3,557,1000,1,0.0104594,0.00767175,0.00278769,0.00717067,0.236068,0.0163967,1.41202
7,1019.3,557,1000,2,0.115303,0.0483241,0.0669793,0.168893,0.930007,0.00221825,0.35842
8,1019.3,557,1000,1,0.0105321,0.00777715,0.00275496,0.00709986,0.236061,0.0163639,1.41206
8,1019.3,557,1000,2,0.115931,0.0491039,0.0668271,0.169131,0.931508,0.00222703,0.357843
9,1019.3,557,1000,1,0.0106019,0.00787973,0.00272221,0.00702868,0.236053,0.0163333,1.41211
9,1019.3,557,1000,2,0.116467,0.0498354,0.0666313,0.169227,0.932886,0.00223422,0.357314
